"","40/160 SplitTotal","40/160 SplitCorrect","40/160 SplitFalse","100/100 SplitTotal","100/100 SplitCorrect","100/100 SplitFalse","200/200 SplitTotal","200/200 SplitCorrect","200/200 SplitFalse"
"1",281,280,1,189,189,0,233,229,4
"2",294,290,4,197,196,1,343,336,7
"3",13,13,0,113,112,1,306,301,5
"4",371,361,10,65,64,1,313,305,8
"5",149,149,0,21,21,0,226,223,3
"6",215,208,7,206,200,6,233,224,9
"7",108,102,6,0,0,0,309,308,1
"8",185,179,6,108,107,1,263,260,3
"9",5,5,0,85,84,1,318,314,4
"10",308,301,7,195,192,3,218,215,3
"11",87,86,1,0,0,0,312,304,8
"12",295,282,13,1,1,0,414,408,6
"13",150,145,5,0,0,0,294,290,4
"14",4,4,0,23,23,0,258,254,4
"15",144,140,4,131,129,2,280,273,7
"16",342,331,11,207,205,2,369,361,8
"17",17,16,1,1,1,0,391,375,16
"18",0,0,0,49,48,1,216,210,6
"19",240,233,7,151,148,3,320,315,5
"20",225,223,2,115,115,0,339,332,7
"21",132,132,0,80,80,0,281,281,0
"22",204,201,3,165,162,3,316,303,13
"23",303,296,7,195,190,5,349,343,6
"24",216,211,5,30,29,1,257,252,5
"25",51,49,2,102,102,0,331,327,4
"26",242,239,3,201,197,4,296,290,6
"27",1,0,1,50,50,0,260,257,3
"28",278,275,3,111,109,2,395,387,8
"29",222,219,3,7,7,0,325,315,10
"30",238,230,8,37,37,0,224,217,7
"31",108,106,2,103,103,0,288,283,5
"32",219,214,5,20,20,0,406,394,12
"33",217,214,3,9,9,0,300,291,9
"34",3,3,0,23,23,0,320,315,5
"35",3,3,0,0,0,0,267,262,5
"36",214,208,6,131,129,2,55,53,2
"37",7,7,0,46,45,1,188,188,0
"38",242,240,2,120,114,6,176,173,3
"39",226,224,2,76,76,0,345,338,7
"40",281,277,4,19,19,0,281,276,5
"41",10,10,0,0,0,0,330,327,3
"42",106,103,3,150,143,7,272,266,6
"43",230,227,3,112,110,2,276,269,7
"44",41,41,0,28,26,2,236,234,2
"45",61,61,0,74,74,0,171,170,1
"46",2,2,0,38,37,1,228,221,7
"47",188,181,7,60,58,2,278,270,8
